Rate,Review,Summary
4,Nice product,Thanks Milton for providing us the best quality of thermosteel.
4,Good choice,Nyc product
5,Brilliant,Very nice water bottle
5,Fabulous!,Nice Product in this price..🤌🏻💜
5,Awesome,It's very useful for working men and women
5,Classy product,Super Product 🥳🥳
4,Value-for-money,Not bad
5,Perfect product!,V nyc products
5,Great product,Nice 👍🥰
3,Nice,Not expected.Flipkart smartbuy thermoflask much better than this product ...Not good as I think .....
5,Brilliant,Good
5,Wonderful,Good product
5,Best in the market!,Very nice product 👍👍
5,Worth every penny,So good
5,Great product,good
5,Terrific,Very good product I Am so happy  Thank you  flipkart
5,Perfect product!,Super
5,Simply awesome,Very very good
5,Wonderful,Excellent
2,Expected a better product,Vary bad leakage
4,Wonderful,Good product
5,Great product,Superb
5,Must buy!,"Superb water bottle , thanks Milton ,"
5,Must buy!,Very good product
5,Worth the money,Super
4,Pretty good,Good
5,Best in the market!,Good quality
5,Simply awesome,Nice product with affordable price
5,Awesome,Excellent product
5,Highly recommended,Excellent product 👍No issues GOOD ONE
5,Great product,very good product
5,Highly recommended,Good  nice
3,Good,Excellent 👍👍👍
1,Unsatisfactory,Bottle is leaking. And keeps water hot only for 12 hrs
4,Pretty good,Must purchase
5,Excellent,Good quality
5,Perfect product!,It's Milton afterall..... Awesome quality
4,Worth the money,Good
5,Best in the market!,Genuine product
5,Awesome,Nice product 👌
5,Wonderful,Good product.🙂
5,Highly recommended,Awesome
5,Wonderful,Best
5,Simply awesome,Such a wonderful bottle....
5,Great product,Wonderful
5,Perfect product!,Nice
5,Fabulous!,Good one
3,Nice,gd product
4,Nice product,Good product
5,Worth every penny,Good quality
5,Super!,Very good product
3,Good,Best
5,Mind-blowing purchase,Very good
1,Hated it!,Not good
4,Delightful,Product is good. I have purchased milton products before. Milton products are trusted products.
3,Just okay,Very good ❤
2,Expected a better product,Cap lickej problem
5,Excellent,Good
4,Very Good,Gd
5,Perfect product!,Super product
5,Perfect product!,Best
5,Classy product,Good product
5,Classy product,Is working more than 18 hours
5,Terrific purchase,Nice good
5,Simply awesome,Quality is too good of flask ....thanq fkart
5,Excellent,Super product
5,Classy product,Good product
5,Fabulous!,Super
5,Wonderful,Awesome
4,Wonderful,Good quality product
5,Terrific,It's a vary good product
4,Worth the money,Nice..
5,Classy product,Good product
5,Brilliant,Very nice product
4,Really Nice,Good product
4,Good choice,Marvellous
5,Perfect product!,Nice 👍
5,Mind-blowing purchase,Good product
5,Must buy!,Good product
5,Best in the market!,Milton is a trusted name and it lives to the expectations. I think the product is the best available in market.
5,Best in the market!,I love it
5,Highly recommended,Very nice product...tq Flipkart
2,Could be way better,"Bad material combination. No thermal quality, every hot liquid, cools down instantly 1 hours"
5,Classy product,I am Glad that I bought this product.
5,Fabulous!,It's insulation is very strong
1,Did not meet expectations,Poor one
5,Just wow!,Very good
5,Simply awesome,Good
5,Super!,A must buy product
3,Just okay,Good product
4,Good quality product,Nice product
3,Just okay,In three months it didn't work. I got a replacement after claiming warranty. the process was so easy and seamless after all. but the quality of the replaced product doesn't seem like original one.
5,Great product,Good product
5,Awesome,Good 👍😊
4,Worth the money,Nice product
5,Just wow!,good product and delivery on time
5,Brilliant,Love it
4,Good quality product,Awesome
4,Wonderful,Best products. Thank you Flipkart
5,Simply awesome,Super
4,Wonderful,Nice product by this seller
5,Super!,Value for money
5,Terrific,Good product
5,Highly recommended,Good
5,Great product,Best purchase with best price with good quality
5,Just wow!,Excellent product 👍
3,Good,Nice
5,Super!,Osm product
2,Moderate,Not water tight
5,Wonderful,Wonderful product 👍👍👍
3,Does the job,Good
5,Just wow!,Super gaa vundhi Bhai
5,Must buy!,Nice one..... It's useful
4,Pretty good,Nice product
5,Super!,Good quality product
5,Perfect product!,Gd
4,Very Good,Just ok
5,Worth every penny,Nice one tq flipkart
3,Decent product,Good
5,Excellent,Super quality
5,Wonderful,Super 🥰
5,Perfect product!,Best
5,Just wow!,Nice product
5,Wonderful,good
5,Best in the market!,Super products
4,Good quality product,Good 👍😊
5,Terrific,worthy can go for it
5,Awesome,outstanding
4,Wonderful,Best product
2,Not good,This product is really bad
5,Perfect product!,24 hours Insulation
5,Highly recommended,Is good product.
5,Excellent,Very good product
4,Wonderful,Not bad
5,Super!,Very good quality
5,Fabulous!,Best quality thank Flipkart
5,Wonderful,Nice
5,Must buy!,Good 👍😊
5,Just wow!,Very good product
5,Highly recommended,Good
1,Absolute rubbish!,Hot milk not safe in thermas
5,Excellent,So beautiful
1,Unsatisfactory,Worst
5,Must buy!,Good
1,Waste of money!,Very bad quality 😡
3,Just okay,Good 👍
5,Terrific,best priduct for me
5,Terrific purchase,"Go for it, so far so good 2 milton product"
5,Wonderful,Excellent item is very nice 👌👌👌👌👌👌
4,Very Good,Nice
5,Terrific purchase,Good product
5,Just wow!,"Good item. Inspire of 4-5 time open, it last upto 10 hour."
5,Classy product,Really an amazing product. This was my second flask. I bought a same flask before 4 years it retains hot for 24hrs or more than that. Now only flask got damaged. Because of that I bought a same product. I love this much
4,Delightful,Good
5,Just wow!,Rate is somewhat high but nice and perfect design quality... Thanks flipcart
3,Nice,Nice product
3,Nice,Good but china product really i am shock
3,Does the job,Heat retains for maximum 8 to 10 hrs
5,Highly recommended,Super
5,Best in the market!,Very good quality
5,Awesome,Best product
4,Good,Good product
3,Does the job,Just ok
5,Super!,Nice product
5,Terrific,Excellent product 😇
5,Perfect product!,Worth purchasing get satisfaction with this product
5,Fabulous!,"The product is gud, go for it"
4,Wonderful,Keep warm upto 6 hours
5,Brilliant,Mast quality 👍
4,Really Nice,Very good
5,Worth every penny,This was amezing
5,Classy product,Super duper product.
5,Classy product,Good
1,Hated it!,Pro qualityOnly 2 hars hot water
5,Classy product,"very very good product, thank you Flip card"
4,Good choice,Nyc
5,Brilliant,Absolutely right choice
5,Mind-blowing purchase,Ok
5,Terrific purchase,It's a amazing product.
5,Perfect product!,Super
3,Does the job,It's ok
5,Terrific purchase,So nice quality
5,Simply awesome,Nice
5,Highly recommended,so good.
4,Wonderful,Just brought at 750 and this is awesome product. Fully satisfactory result.
5,Perfect product!,Nice 👍
5,Terrific purchase,Very good products
4,Nice product,Good
5,Awesome,Good
5,Must buy!,Good product
5,Excellent,This is great
5,Great product,very good
5,Worth every penny,Excellent item
5,Worth every penny,Very very good product.
3,Nice,Good 👍
5,Excellent,A great product by Milton. This thermosteel is awesome . This contains the water hot and cold of around 24 to 30 hrs. That's why i am saying that go for this item without any question in your mind. My experience is amazing with this product. It is durable as well as style and the holding bag is also sturdy. I loved it. Thank you Flipkart to give me such an amazing product. 👍👍Only one problem please do some good packaging on the products otherwise it is awesome.
5,Perfect product!,Awesome product superb
4,Good quality product,Very nice..works for 8-9 hours
5,Fabulous!,Good heating
5,Terrific,Awsm product 24 h water hot This bottel
5,Fabulous!,Very nice product
1,Don't waste your money,I'm really regretting after purchasing this product.. it satisfied me but for few days only..I kept milk then milk convert into curd and I kept hot water after 24 hour it was not hot as I expected 😏
4,Delightful,Good
5,Highly recommended,Original and good quality
5,Wonderful,"Good product, very beneficial for outer use."
5,Must buy!,Very good product
4,Worth the money,Nice product.
5,Great product,Best product
4,Good quality product,nice
3,Fair,Good
5,Fabulous!,Osm products
5,Terrific,awesome product🥰🥰🥰thnku flipkart😍😍
5,Best in the market!,Nice thermosteel
3,Just okay,Just ok....not better as I expected.
5,Terrific,Best Product ❤️❤️❤️❤️
3,Fair,Super product nice
5,Classy product,Nice thank you Flipkart
5,Classy product,Good
2,Moderate,2 hrs more than heating storage
5,Terrific purchase,Good product
5,Highly recommended,The bottle was safely delivered before the time given which really good.. thanks flipkart ☺️
5,Terrific,Good ... product
5,Terrific purchase,"Very nice design, performance and durable"
5,Mind-blowing purchase,Good prodact
4,Wonderful,Product is very good. There are two depressions on the outside structure.
5,Terrific,Nice
4,Nice product,A good reliable product.
3,Just okay,Within 2 hours Everything became cool
5,Fabulous!,Very good product👌
5,Brilliant,Very nice and beautiful
5,Fabulous!,Awesome product thank you❤❤❤❤ flipkart
4,Worth the money,Good product
4,Good choice,Good product and quality also good
5,Simply awesome,Very nice
4,Very Good,Nice flask but near top of the flask heat is sensed
4,Delightful,Its really very nice
5,Must buy!,Nice product
4,Nice product,Product is very good
5,Mind-blowing purchase,I'm so happy😊 nice product
3,Does the job,Good for price
5,Best in the market!,Good product
4,Value-for-money,Nice
5,Mind-blowing purchase,Good quality and easy to use
2,Expected a better product,Cover is cut
4,Really Nice,Good nice
5,Mind-blowing purchase,Nice products
5,Highly recommended,Such a nice product
5,Classy product,Super
1,Terrible product,Hot water 12 Doesn't last for 12 hours
5,Terrific,Nice product
5,Super!,Value for money product
5,Terrific,good product
5,Simply awesome,Nice product 👍
5,Must buy!,Super
5,Fabulous!,"Good product,nice,"
5,Excellent,Number one quality product....💗💯
5,Perfect product!,Very nice product
5,Excellent,Value for money
5,Wonderful,Superb
5,Excellent,"Awesome product,"
4,Delightful,Best
5,Worth every penny,Good product
3,Does the job,Over all good
4,Delightful,Good
4,Pretty good,Super
4,Delightful,Ok
5,Great product,Very nice product
5,Terrific,Tested with both cool and hot water.Checked after 12 hours and it still keeps almost same
5,Wonderful,Nice
5,Fabulous!,Very vary good
5,Wonderful,Super
5,Mind-blowing purchase,Very good build quality. Just buy it...
5,Super!,Nice
5,Highly recommended,Great product
5,Terrific,Nice
5,Wonderful,Good product
5,Brilliant,nice product 😌
5,Simply awesome,Superb product
4,Wonderful,Good product.Thank you flipkart.
4,Delightful,Good
5,Just wow!,Supper
4,Delightful,Product is very good and leakproof.Approx 12 hours zero temperature looss off filled fluidFinishing is also good
5,Brilliant,Good
5,Mind-blowing purchase,Awesome product quality
5,Terrific purchase,It's is good
5,Great product,Nyc
5,Perfect product!,Very good milton brand
5,Classy product,"Very good product and value for money. Nice Big Billion Days offer. This product is 100% genuine as shows on Flipkart, no changes. I am very happy 🙂 Thank you Flipkart."
5,Terrific,Nice
5,Awesome,Better than expected...
5,Simply awesome,Good one
5,Great product,Wow amazing..
3,Decent product,Nice
2,Not good,After 3 month proper not working
5,Fabulous!,48 hrs hot storage... Superb item
1,Hated it!,cant even keep the water hot for 5 hours
5,Awesome,Good
4,Decent product,Very good product. 👌
5,Simply awesome,Nice
5,Highly recommended,Flipkart provide us original product....Thank you Flipkart
5,Fabulous!,Velu for money
3,Decent product,"Package quantity is very rough like old product ,that's why i gave 3 star , it contain extremely hot or cold water  for 12 hrs ,"
5,Brilliant,Super one
1,Absolute rubbish!,Good product
5,Terrific,Very good product..
5,Fabulous!,Nice product
4,Nice product,Nice But let delivery
4,Wonderful,Quality is good
1,Hated it!,Don't buy this product
5,Great product,Spr
4,Worth the money,Does its job
5,Great product,Thank you filipkart
5,Great product,Good
5,Worth every penny,Best quality
5,Best in the market!,Awesome
5,Terrific purchase,Good quality
5,Terrific,Good
5,Terrific,"Nice product, I m Happy 😊"
4,Nice product,Nice 👍
5,Highly recommended,Awesome flask. Thanks flipkart and seller.
4,Worth the money,Very good product
5,Perfect product!,Best quality
5,Great product,Super
2,Not worth the price,"Not as good as the description says. Although I have tested only with warm water but it only stays the same temperature for only 4,5 hours, where the description says 24 hour . Other brands like cello have the same product for way less price than this, I would suggest to buy those instead of spending this much on a similar product."
